dates,utq,pdb,kak
2003-07-01,5.4,9.3,5.7933936
2003-08-01,3.1,6.6,4.2
2003-09-01,-0.2,0.8,0.19971469
2003-10-01,-5.0,-4.0,-4.4
2003-11-01,-16.0,-20.3,-16.7
2003-12-01,-22.8,-23.8,-22.2
2004-01-01,-23.8,-27.9,-26.595488
2004-02-01,-29.293678,-29.1,-30.400286
2004-03-01,-26.1,-26.8,-28.310549
2004-04-01,-15.9,-15.1,-16.700287
2004-05-01,-4.2,-3.9,-5.000285
2004-06-01,4.7,6.1,4.589165
2004-07-01,7.2,11.0,7.193393
2004-08-01,7.3,10.1,6.9954863
2004-09-01,0.0,0.9,0.2
2004-10-01,-6.2,-6.4,-7.5997148
2004-11-01,-16.0,-19.8,-15.699715
2004-12-01,-22.5,-24.3,-23.3
2005-01-01,-23.0,-24.7,-22.195488
2005-02-01,-25.5,-24.9,-26.0
2005-03-01,-22.2,-21.2,-22.000286
2005-04-01,-17.3,-15.4,-16.200287
2005-05-01,-4.8,-3.4,-3.606321
2005-06-01,2.2,3.5,1.9891653
2005-07-01,5.1,8.5,4.499715
2005-08-01,6.3,9.0,6.2
2005-09-01,1.2,2.2,1.4997147
2005-10-01,-6.4,-6.3,-7.1894503
2005-11-01,-19.7,-25.1,-21.495487
2005-12-01,-20.9,-21.4,-19.9
2006-01-01,-26.8,-28.7,-25.706036
2006-02-01,-22.3,-20.6,-21.100286
2006-03-01,-27.0,-26.1,-26.6
2006-04-01,-20.0,-17.7,-18.300285
2006-05-01,-4.6,-2.7,-2.5108347
2006-06-01,3.1,4.9,3.6997147
2006-07-01,4.8,9.3,5.999715
2006-08-01,3.2,7.0,4.9
2006-09-01,2.4,3.5,2.7
2006-10-01,-3.9,-3.5,-4.399715
2006-11-01,-16.1,-21.3,-18.099714
2006-12-01,-20.2,-21.1,-19.2
2007-01-01,-26.3,-28.3,-25.606035
2007-02-01,-23.4,-24.2,-25.8
2007-03-01,-27.4,-28.0,-29.1
2007-04-01,-13.3,-11.8,-12.910549
2007-05-01,-7.5,-5.6,-5.4105496
2007-06-01,2.9,4.6,3.3891654
2007-07-01,7.4,11.3,7.5997148
2007-08-01,7.2,10.0,7.0
2007-09-01,2.9,3.4,2.3997147
2007-10-01,-6.3,-6.5,-7.5
2007-11-01,-11.206321,-14.8,-10.395486
2007-12-01,-18.7,-20.5,-19.4
2008-01-01,-27.2,-29.5,-27.206036
2008-02-01,-26.8,-26.1,-26.900286
2008-03-01,-26.3,-25.8,-26.71055
2008-04-01,-14.3,-12.6,-13.306321
2008-05-01,-5.1,-3.5,-3.5108347
2008-06-01,2.9,4.6,3.3952012
2008-07-01,5.4,10.0,6.7933936
2008-08-01,3.7,7.3,4.8894506
2008-09-01,1.0,2.0,1.1997148
2008-10-01,-7.6,-8.2,-9.199715
2008-11-01,-16.706322,-20.4,-15.88945
2008-12-01,-18.7,-20.8,-19.9
2009-01-01,-25.9,-28.2,-25.895487
2009-02-01,-26.6,-25.8,-26.7
2009-03-01,-26.6,-26.9,-28.4
2009-04-01,-16.7,-15.3,-16.310549
2009-05-01,-3.9,-3.5,-4.100285
2009-06-01,2.4,3.8,2.3952012
2009-07-01,7.206321,10.8,6.8891654
2009-08-01,5.4,8.5,6.095486
2009-09-01,1.2,2.3,1.7997147
2009-10-01,-4.893679,-4.8,-5.8954864
2009-11-01,-18.6,-23.0,-18.795486
2009-12-01,-19.7,-21.8,-20.9
2010-01-01,-27.9,-29.5,-25.8
2010-02-01,-23.6,-23.4,-24.000286
2010-03-01,-24.7,-24.2,-24.300285
2010-04-01,-14.3,-12.8,-13.700285
2010-05-01,-6.0,-4.2,-4.1108346
2010-06-01,2.0,3.9,2.7891653
2010-07-01,5.5,9.4,5.6997147
2010-08-01,6.1,9.2,6.6
2010-09-01,2.4,2.6,1.3
2010-10-01,-6.1,-6.2,-7.3
2010-11-01,-12.9,-17.4,-13.699715
2010-12-01,-23.393679,-26.6,-26.6
2011-01-01,-23.1,-25.9,-23.699715
2011-02-01,-22.5,-23.4,-24.8
2011-03-01,-22.3,-22.8,-23.90632
2011-04-01,-18.1,-16.8,-17.900286
2011-05-01,-5.0,-3.9,-4.1108346
2011-06-01,2.6,3.6,1.9952011
2011-07-01,5.6,9.7,6.299715
2011-08-01,5.1,8.3,5.8954864
2011-09-01,2.1,3.2,2.4
2011-10-01,-5.7,-4.6,-4.7
2011-11-01,-19.2,-23.5,-19.0
2011-12-01,-22.8,-24.2,-23.5
2012-01-01,-31.706322,-34.5,-31.699715
2012-02-01,-23.9,-22.3,-22.900286
2012-03-01,-30.1,-29.9,-31.0
2012-04-01,-15.4,-13.8,-14.900285
2012-05-01,-6.206321,-4.9,-5.000285
2012-06-01,3.1,5.0,3.7891653
2012-07-01,6.6,10.8,7.799715
2012-08-01,6.493679,9.9,7.6894503
2012-09-01,0.8,2.8,2.6
2012-10-01,-4.893679,-6.5,-8.589451
2012-11-01,-15.806321,-20.4,-16.58945
2012-12-01,-24.5,-27.4,-26.8
2013-01-01,-22.4,-25.4,-23.899714
2013-02-01,-28.1,-27.7,-29.100286
2013-03-01,-23.2,-23.7,-24.9
2013-04-01,-18.59368,-18.9,-20.310549
2013-05-01,-6.6,-6.3,-6.806321
2013-06-01,4.4,6.2,4.8891654
2013-07-01,6.9,10.6,6.999715
2013-08-01,4.7,8.0,5.6
2013-09-01,-0.8,0.3,-0.3002853
2013-10-01,-4.1,-3.2,-3.9997146
2013-11-01,-15.1,-20.4,-17.395487
2013-12-01,-20.293678,-23.7,-23.7
2014-01-01,-19.8,-20.6,-17.506035
2014-02-01,-22.49368,-24.4,-27.3
2014-03-01,-21.4,-21.9,-23.8
2014-04-01,-15.3,-14.7,-16.206322
2014-05-01,-3.8,-3.3,-3.9002855
2014-06-01,1.4,2.8,1.4952011
2014-07-01,4.2,8.1,4.7891655
2014-08-01,4.6,7.8,5.3
2014-09-01,0.8,1.5,0.69971466
2014-10-01,-6.8,-7.1,-8.4
2014-11-01,-12.7,-17.4,-14.1
2014-12-01,-20.3,-20.5,-18.9
2015-01-01,-23.6,-26.2,-23.795486
2015-02-01,-21.4,-22.3,-24.5
2015-03-01,-24.6,-23.6,-24.51055
2015-04-01,-14.6,-13.3,-14.700285
2015-05-01,-2.1,-1.0,-1.3108346
2015-06-01,4.4,5.5,3.795201
2015-07-01,5.7,9.6,6.099429
2015-08-01,3.7,6.7,4.0
2015-09-01,-0.79367894,0.3,-0.2
2015-10-01,-6.1,-5.2,-5.6
2015-11-01,-15.5,-19.2,-15.089451
2015-12-01,-23.5,-24.8,-23.9
